FID,pkey,omraade,lovlige_p_pl_kl_12,optalte_pladser_kl_12,belaegnings_pct_kl_12,lovlige_p_pl_kl_17,optalte_pladser_kl_17,belaegnings_pct_kl_17,lovlige_p_pl_kl_22,optalte_pladser_kl_22,belaegnings_pct_kl_22,mdr_aar,kategori,link,wkb_geometry
parkeringstaelling_i_zoner.166,166,9,724,699,97,705,785,111,729,875,120,20153,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BN5Ze7ZYq1.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.571915363293822 55.691345576875854, 12.570781103614264 55.69159177400837, 12.56981884593875 55.69205226541985, 12.569541253160605 55.691882711505535, 12.569263662788478 55.691713156951884, 12.570565756435382 55.690953186253815, 12.570791076305776 55.69058809361721, 12.57037341181387 55.69027411177517, 12.569955633132674 55.68992486249135, 12.568618796980589 55.68907458385471, 12.565466975242915 55.68669374972077, 12.565079189498414 55.68605227310238, 12.56841980862994 55.684754567734565, 12.571495823252226 55.68351773780161, 12.571674519869008 55.68362865337673, 12.573214229472367 55.684682302262544, 12.573666320019257 55.684991660606755, 12.574418334919718 55.685506237581635, 12.574418334919718 55.685506237581635, 12.575365358721722 55.686154225865344, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.575006334257123 55.68862700688746, 12.574711697634218 55.68876188175141, 12.574216722581152 55.688994646665975, 12.575229088054215 55.69014297904056, 12.575729344031858 55.690701902735384, 12.576356331898118 55.69054239085981, 12.576911143000927 55.69056134577335, 12.576819802564204 55.690866438913346, 12.576079854436252 55.69110380678823, 12.576455623934528 55.6915265378606, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.167,167,9,731,725,99,690,777,113,736,871,118,20149,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vRUU2Uj5Qd.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.571915363293822 55.691345576875854, 12.570781103614264 55.69159177400837, 12.56981884593875 55.69205226541985, 12.569541253160605 55.691882711505535, 12.569263662788478 55.691713156951884, 12.570565756435382 55.690953186253815, 12.570791076305776 55.69058809361721, 12.57037341181387 55.69027411177517, 12.569955633132674 55.68992486249135, 12.568618796980589 55.68907458385471, 12.565466975242915 55.68669374972077, 12.565079189498414 55.68605227310238, 12.56841980862994 55.684754567734565, 12.571495823252226 55.68351773780161, 12.571674519869008 55.68362865337673, 12.573214229472367 55.684682302262544, 12.573666320019257 55.684991660606755, 12.574418334919718 55.685506237581635, 12.574418334919718 55.685506237581635, 12.575365358721722 55.686154225865344, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.575006334257123 55.68862700688746, 12.574711697634218 55.68876188175141, 12.574216722581152 55.688994646665975, 12.575229088054215 55.69014297904056, 12.575729344031858 55.690701902735384, 12.576356331898118 55.69054239085981, 12.576911143000927 55.69056134577335, 12.576819802564204 55.690866438913346, 12.576079854436252 55.69110380678823, 12.576455623934528 55.6915265378606, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.168,168,9,731,669,92,690,774,112,736,898,122,20143,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CvTNkSzn3v.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.571915363293822 55.691345576875854, 12.570781103614264 55.69159177400837, 12.56981884593875 55.69205226541985, 12.569541253160605 55.691882711505535, 12.569263662788478 55.691713156951884, 12.570565756435382 55.690953186253815, 12.570791076305776 55.69058809361721, 12.57037341181387 55.69027411177517, 12.569955633132674 55.68992486249135, 12.568618796980589 55.68907458385471, 12.565466975242915 55.68669374972077, 12.565079189498414 55.68605227310238, 12.56841980862994 55.684754567734565, 12.571495823252226 55.68351773780161, 12.571674519869008 55.68362865337673, 12.573214229472367 55.684682302262544, 12.573666320019257 55.684991660606755, 12.574418334919718 55.685506237581635, 12.574418334919718 55.685506237581635, 12.575365358721722 55.686154225865344, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.575006334257123 55.68862700688746, 12.574711697634218 55.68876188175141, 12.574216722581152 55.688994646665975, 12.575229088054215 55.69014297904056, 12.575729344031858 55.690701902735384, 12.576356331898118 55.69054239085981, 12.576911143000927 55.69056134577335, 12.576819802564204 55.690866438913346, 12.576079854436252 55.69110380678823, 12.576455623934528 55.6915265378606, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.169,169,9,732,696,95,682,804,118,737,876,119,20139,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OQq9cRApi8.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.571915363293822 55.691345576875854, 12.570781103614264 55.69159177400837, 12.56981884593875 55.69205226541985, 12.569541253160605 55.691882711505535, 12.569263662788478 55.691713156951884, 12.570565756435382 55.690953186253815, 12.570791076305776 55.69058809361721, 12.57037341181387 55.69027411177517, 12.569955633132674 55.68992486249135, 12.568618796980589 55.68907458385471, 12.565466975242915 55.68669374972077, 12.565079189498414 55.68605227310238, 12.56841980862994 55.684754567734565, 12.571495823252226 55.68351773780161, 12.571674519869008 55.68362865337673, 12.573214229472367 55.684682302262544, 12.573666320019257 55.684991660606755, 12.574418334919718 55.685506237581635, 12.574418334919718 55.685506237581635, 12.575365358721722 55.686154225865344, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.575006334257123 55.68862700688746, 12.574711697634218 55.68876188175141, 12.574216722581152 55.688994646665975, 12.575229088054215 55.69014297904056, 12.575729344031858 55.690701902735384, 12.576356331898118 55.69054239085981, 12.576911143000927 55.69056134577335, 12.576819802564204 55.690866438913346, 12.576079854436252 55.69110380678823, 12.576455623934528 55.6915265378606, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.170,170,9,726,709,97.66000366,676,766,113.30999756,726,852,117.36000061,20133,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BeSfFLz1P6.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.571915363293822 55.691345576875854, 12.570781103614264 55.69159177400837, 12.56981884593875 55.69205226541985, 12.569541253160605 55.691882711505535, 12.569263662788478 55.691713156951884, 12.570565756435382 55.690953186253815, 12.570791076305776 55.69058809361721, 12.57037341181387 55.69027411177517, 12.569955633132674 55.68992486249135, 12.568618796980589 55.68907458385471, 12.565466975242915 55.68669374972077, 12.565079189498414 55.68605227310238, 12.56841980862994 55.684754567734565, 12.571495823252226 55.68351773780161, 12.571674519869008 55.68362865337673, 12.573214229472367 55.684682302262544, 12.573666320019257 55.684991660606755, 12.574418334919718 55.685506237581635, 12.574418334919718 55.685506237581635, 12.575365358721722 55.686154225865344, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.575006334257123 55.68862700688746, 12.574711697634218 55.68876188175141, 12.574216722581152 55.688994646665975, 12.575229088054215 55.69014297904056, 12.575729344031858 55.690701902735384, 12.576356331898118 55.69054239085981, 12.576911143000927 55.69056134577335, 12.576819802564204 55.690866438913346, 12.576079854436252 55.69110380678823, 12.576455623934528 55.6915265378606, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.370,370,20,1394,1143,82,1394,951,68,1501,916,61,20179,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/b7w97dzAYm.pdf,"MULTIPOLYGON (((12.566006555317502 55.693831165641946, 12.566262569913576 55.69368286607416, 12.569556835620155 55.691892229341455, 12.56981884593875 55.69205226541985, 12.570256740077902 55.692467808066155, 12.570233095069888 55.69253002096271, 12.572369843966518 55.693870192483146, 12.573383598625098 55.695094776645504, 12.573895470993806 55.69546059739749, 12.578539794179827 55.69764827673307, 12.57865348759394 55.69770182600735, 12.578459536961702 55.69805962380125, 12.578424986865452 55.69810994225378, 12.57799056871974 55.69891624116962, 12.577223517799348 55.69970297559609, 12.57068591694975 55.696366919621546, 12.564660883066143 55.69982576454287, 12.56447470599653 55.69993252652837, 12.562219112766563 55.69863963151682, 12.562034178627473 55.69731112104153, 12.567134550570657 55.69430657575539, 12.566006555317502 55.693831165641946)))"
parkeringstaelling_i_zoner.171,171,9,728,669,91.90000153,676,779,115.23999786,728,836,114.83999634,20129,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aAqoON3hi3.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.571915363293822 55.691345576875854, 12.570781103614264 55.69159177400837, 12.56981884593875 55.69205226541985, 12.569541253160605 55.691882711505535, 12.569263662788478 55.691713156951884, 12.570565756435382 55.690953186253815, 12.570791076305776 55.69058809361721, 12.57037341181387 55.69027411177517, 12.569955633132674 55.68992486249135, 12.568618796980589 55.68907458385471, 12.565466975242915 55.68669374972077, 12.565079189498414 55.68605227310238, 12.56841980862994 55.684754567734565, 12.571495823252226 55.68351773780161, 12.571674519869008 55.68362865337673, 12.573214229472367 55.684682302262544, 12.573666320019257 55.684991660606755, 12.574418334919718 55.685506237581635, 12.574418334919718 55.685506237581635, 12.575365358721722 55.686154225865344, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.575006334257123 55.68862700688746, 12.574711697634218 55.68876188175141, 12.574216722581152 55.688994646665975, 12.575229088054215 55.69014297904056, 12.575729344031858 55.690701902735384, 12.576356331898118 55.69054239085981, 12.576911143000927 55.69056134577335, 12.576819802564204 55.690866438913346, 12.576079854436252 55.69110380678823, 12.576455623934528 55.6915265378606, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.172,172,9,731,660,90.29000092,679,795,117.08000183,731,866,118.47000122,20123,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lge9RZmZQ2.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.571915363293822 55.691345576875854, 12.570781103614264 55.69159177400837, 12.56981884593875 55.69205226541985, 12.569541253160605 55.691882711505535, 12.569263662788478 55.691713156951884, 12.570565756435382 55.690953186253815, 12.570791076305776 55.69058809361721, 12.57037341181387 55.69027411177517, 12.569955633132674 55.68992486249135, 12.568618796980589 55.68907458385471, 12.565466975242915 55.68669374972077, 12.565079189498414 55.68605227310238, 12.56841980862994 55.684754567734565, 12.571495823252226 55.68351773780161, 12.571674519869008 55.68362865337673, 12.573214229472367 55.684682302262544, 12.573666320019257 55.684991660606755, 12.574418334919718 55.685506237581635, 12.574418334919718 55.685506237581635, 12.575365358721722 55.686154225865344, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.575006334257123 55.68862700688746, 12.574711697634218 55.68876188175141, 12.574216722581152 55.688994646665975, 12.575229088054215 55.69014297904056, 12.575729344031858 55.690701902735384, 12.576356331898118 55.69054239085981, 12.576911143000927 55.69056134577335, 12.576819802564204 55.690866438913346, 12.576079854436252 55.69110380678823, 12.576455623934528 55.6915265378606, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.173,173,10,1417,1317,93,1418,1357,96,1420,1531,108,20219,,https://kk.sites.itera.dk/apps/kk_trafik/pdf/HrqkGzXcI0.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.576455623934528 55.6915265378606, 12.576079854436252 55.69110380678823, 12.576819802564204 55.690866438913346, 12.576911143000927 55.69056134577335, 12.576356331898099 55.69054239085981, 12.575729344031858 55.690701902735384, 12.575229088054215 55.69014297904056, 12.574216722581152 55.688994646665975, 12.574711697634218 55.68876188175141, 12.575006334257123 55.68862700688746, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.578601120638135 55.68781484109336, 12.578959226297167 55.68796595184312, 12.581626077420294 55.68941079153065, 12.58349382964428 55.689928830990674, 12.585717441748088 55.69031545869603, 12.586605386842217 55.69076449690996, 12.587358249087018 55.69128155581181, 12.588228293217925 55.69182507063275, 12.586790527393925 55.69263670737956, 12.588212169822853 55.69346837517893, 12.589683877514672 55.69427496863724, 12.591197579059571 55.695568929302155, 12.590892274088425 55.69610291111532, 12.59067905451568 55.69637821305783, 12.590168304623573 55.696514280875725, 12.590253380634543 55.696624104306885, 12.590138187770773 55.69665028222949, 12.590022015103054 55.696675262858385, 12.589931472931553 55.696577942741754, 12.589829917539232 55.696605778134916, 12.58923761546577 55.69613277871114, 12.588370099390373 55.69554940443004, 12.587660753188857 55.69510604142976, 12.586820098993513 55.694919207073326, 12.586317711006378 55.694821311767804, 12.585575779842557 55.694587212298906, 12.585018685436587 55.693540272243126, 12.584963799907188 55.693563108365375, 12.580399234471653 55.69596162694164, 12.579716337697931 55.69614512909607, 12.579256192564971 55.69596288108108, 12.578044336871688 55.69540145001921, 12.575818783616878 55.69430276532609, 12.57471220997943 55.69298953220117, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.174,174,10,1412,1282,91,1413,1300,92,1415,1500,106,20213,,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1KPuC4ScB5.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.576455623934528 55.6915265378606, 12.576079854436252 55.69110380678823, 12.576819802564204 55.690866438913346, 12.576911143000927 55.69056134577335, 12.576356331898099 55.69054239085981, 12.575729344031858 55.690701902735384, 12.575229088054215 55.69014297904056, 12.574216722581152 55.688994646665975, 12.574711697634218 55.68876188175141, 12.575006334257123 55.68862700688746, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.578601120638135 55.68781484109336, 12.578959226297167 55.68796595184312, 12.581626077420294 55.68941079153065, 12.58349382964428 55.689928830990674, 12.585717441748088 55.69031545869603, 12.586605386842217 55.69076449690996, 12.587358249087018 55.69128155581181, 12.588228293217925 55.69182507063275, 12.586790527393925 55.69263670737956, 12.588212169822853 55.69346837517893, 12.589683877514672 55.69427496863724, 12.591197579059571 55.695568929302155, 12.590892274088425 55.69610291111532, 12.59067905451568 55.69637821305783, 12.590168304623573 55.696514280875725, 12.590253380634543 55.696624104306885, 12.590138187770773 55.69665028222949, 12.590022015103054 55.696675262858385, 12.589931472931553 55.696577942741754, 12.589829917539232 55.696605778134916, 12.58923761546577 55.69613277871114, 12.588370099390373 55.69554940443004, 12.587660753188857 55.69510604142976, 12.586820098993513 55.694919207073326, 12.586317711006378 55.694821311767804, 12.585575779842557 55.694587212298906, 12.585018685436587 55.693540272243126, 12.584963799907188 55.693563108365375, 12.580399234471653 55.69596162694164, 12.579716337697931 55.69614512909607, 12.579256192564971 55.69596288108108, 12.578044336871688 55.69540145001921, 12.575818783616878 55.69430276532609, 12.57471220997943 55.69298953220117, 12.574076932219715 55.692567058040325)))"
parkeringstaelling_i_zoner.175,175,10,1412,1312,93,1413,1283,91,1415,1518,107,20209,,https://kk.sites.itera.dk/apps/kk_trafik/pdf/LnbcYc12a9.pdf,"MULTIPOLYGON (((12.574076932219715 55.692567058040325, 12.576455623934528 55.6915265378606, 12.576079854436252 55.69110380678823, 12.576819802564204 55.690866438913346, 12.576911143000927 55.69056134577335, 12.576356331898099 55.69054239085981, 12.575729344031858 55.690701902735384, 12.575229088054215 55.69014297904056, 12.574216722581152 55.688994646665975, 12.574711697634218 55.68876188175141, 12.575006334257123 55.68862700688746, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.577657657227672 55.68741671483021, 12.578601120638135 55.68781484109336, 12.578959226297167 55.68796595184312, 12.581626077420294 55.68941079153065, 12.58349382964428 55.689928830990674, 12.585717441748088 55.69031545869603, 12.586605386842217 55.69076449690996, 12.587358249087018 55.69128155581181, 12.588228293217925 55.69182507063275, 12.586790527393925 55.69263670737956, 12.588212169822853 55.69346837517893, 12.589683877514672 55.69427496863724, 12.591197579059571 55.695568929302155, 12.590892274088425 55.69610291111532, 12.59067905451568 55.69637821305783, 12.590168304623573 55.696514280875725, 12.590253380634543 55.696624104306885, 12.590138187770773 55.69665028222949, 12.590022015103054 55.696675262858385, 12.589931472931553 55.696577942741754, 12.589829917539232 55.696605778134916, 12.58923761546577 55.69613277871114, 12.588370099390373 55.69554940443004, 12.587660753188857 55.69510604142976, 12.586820098993513 55.694919207073326, 12.586317711006378 55.694821311767804, 12.585575779842557 55.694587212298906, 12.585018685436587 55.693540272243126, 12.584963799907188 55.693563108365375, 12.580399234471653 55.69596162694164, 12.579716337697931 55.69614512909607, 12.579256192564971 55.69596288108108, 12.578044336871688 55.69540145001921, 12.575818783616878 55.69430276532609, 12.57471220997943 55.69298953220117, 12.574076932219715 55.692567058040325)))"
